AÑO;MES;PAIS_ORIGEN;CCAA;PROVINCIA;INIDICE_PERCEPCION_TURISTICA_GLOBAL;INDICE_SATISFACCION_PRODUCTOS_TURISTICOS;INDICE_PERCEPCION_SEGURIDAD;INDICE_PERCEPCION_CLIMATICA
2022;11;Total;Andalucía;Córdoba;82.35;67.11;88.18;83.05
2022;11;Total;Andalucía;Granada;84.45;71.47;91.81;81.87
2022;11;Total;Andalucía;Huelva;83.89;68.87;89.8;85.16
2022;11;Total;Andalucía;Jaén;83.92;65.59;92.13;86.42
2022;11;Total;Andalucía;Málaga;86.87;70.06;94.11;90.49
2022;11;Total;Andalucía;Sevilla;83.94;64.1;89.62;91.28
2022;11;Total;Aragón;Huesca;86.28;72.91;94.89;83.75
2022;11;Total;Aragón;Teruel;70.53;53.66;65.28;79.38
2022;11;Total;Aragón;Zaragoza;81.82;59.47;96.09;80.6
2022;11;Total;Canarias;Las Palmas;86.55;73.21;95.18;84.12
2022;11;Total;Canarias;Santa Cruz de Tenerife;85.02;70.46;92.1;85
2022;11;Total;Cantabria;Cantabria;85.1;71.03;93.88;82.5
2022;11;Total;Castilla - La Mancha;Albacete;82.93;69.21;85.32;86.3
2022;11;Total;Castilla - La Mancha;Ciudad Real;83.19;70.67;88.3;82
2022;11;Total;Castilla - La Mancha;Cuenca;86.98;69.7;92.53;93.25
2022;11;Total;Castilla - La Mancha;Guadalajara;84.59;68.44;83.95;95.48
2022;11;Total;Castilla - La Mancha;Toledo;85.14;70.55;89.21;88.85
2022;11;Total;Castilla y León;Burgos;83.97;69.18;90.76;83.96
2022;11;Total;Castilla y León;León;81.23;66.94;83.46;84.46
2022;11;Total;Castilla y León;Palencia;83.92;68.65;91.96;82.94
2022;11;Total;Castilla y León;Salamanca;82.79;64.69;88.69;87.09
2022;11;Total;Castilla y León;Segovia;81.8;66.2;88.63;81.42
2022;11;Total;Castilla y León;Soria;82.93;68.41;87.48;84.66
2022;11;Total;Castilla y León;Valladolid;81.92;65.09;91.27;80.03
2022;11;Total;Castilla y León;Zamora;79.01;64.86;79.97;82.26
2022;11;Total;Castilla y León;Ávila;84.16;74.08;91.96;77.39
2022;11;Total;Cataluña;Barcelona;81.58;61.92;87.15;87.42
2022;11;Total;Cataluña;Girona;82.03;71.01;78.47;88.74
2022;11;Total;Cataluña;Lleida;79.74;61.86;77.87;91.3
2022;11;Total;Cataluña;Tarragona;80.56;67.58;79.65;85.56
2022;11;Total;Comunidad Foral de Navarra;Navarra;81.25;61.42;90.15;83.11
2022;11;Total;Comunidad de Madrid;Madrid;84.56;66.95;91.27;88.37
2022;11;Total;Comunitat Valenciana;Alicante/Alacant;82.26;69.78;93.31;73.33
2022;11;Total;Comunitat Valenciana;Castellón/Castelló;82.98;70.21;87.5;82.67
2022;11;Total;Comunitat Valenciana;Valencia/València;82.95;66.37;90.72;83.31
2022;11;Total;Extremadura;Badajoz;82.54;70.87;90.45;76.59
2022;11;Total;Extremadura;Cáceres;75.13;59.32;68.02;87.71
2022;11;Total;Galicia;A Coruña;82.59;67.37;94.05;76.67
2022;11;Total;Galicia;Lugo;79.17;59.55;85.62;82.47
2022;11;Total;Galicia;Ourense;85.33;67.27;94.88;86.73
2022;11;Total;Galicia;Pontevedra;81.96;67.31;93.3;75.11
2022;11;Total;Illes Balears;Illes Balears;84.87;72.66;93.89;79.62
2022;11;Total;La Rioja;La Rioja;86.43;72.99;92.58;87.02
2022;11;Total;País Vasco;Araba/Álava;83.45;65.23;92.33;84.72
2022;11;Total;País Vasco;Bizkaia;82.04;67.48;92.4;76.31
2022;11;Total;País Vasco;Gipuzkoa;78.31;70.34;92.93;57.3
2022;11;Total;Principado de Asturias;Asturias;75.14;61.86;73.8;77.78
2022;11;Total;Región de Murcia;Murcia;83.69;68.03;90.43;84.61
2022;12;Alemania;Canarias;Las Palmas;87.65;76.58;92.08;88.21
2022;12;Alemania;Canarias;Santa Cruz de Tenerife;85.55;76.16;89.64;84.57
2022;12;Alemania;Cataluña;Barcelona;74.28;64.93;90.68;86.11
2022;12;Alemania;Illes Balears;Illes Balears;75.68;47.32;91.26;93.49
2022;12;España;Andalucía;Almería;75.19;51.49;82.93;80.56
2022;12;España;Andalucía;Cádiz;76.03;54.88;86.52;74.44
2022;12;España;Andalucía;Córdoba;80.04;62.65;78.03;91.34
2022;12;España;Andalucía;Granada;79.48;57.19;84.77;87.58
2022;12;España;Andalucía;Huelva;82.24;67.97;91.09;82.3
2022;12;España;Andalucía;Jaén;84.55;73.34;93.06;83.2
2022;12;España;Andalucía;Málaga;80.62;62.68;83.5;87.08
2022;12;España;Andalucía;Sevilla;77.51;57.67;87.42;87.5
2022;12;España;Aragón;Huesca;70.53;25.42;88.81;94.44
2022;12;España;Aragón;Teruel;83.51;66.28;90.13;97.06
2022;12;España;Aragón;Zaragoza;80.49;61.53;86.79;88.2
2022;12;España;Canarias;Las Palmas;81.45;67.11;94.52;71.83
2022;12;España;Canarias;Santa Cruz de Tenerife;71.66;56.42;90.84;54.27
2022;12;España;Cantabria;Cantabria;65.02;61.79;92.68;19.28
2022;12;España;Castilla - La Mancha;Albacete;76.65;54.41;75.7;96.12
2022;12;España;Castilla - La Mancha;Ciudad Real;83.11;61.75;91.95;88.01
2022;12;España;Castilla - La Mancha;Cuenca;76.23;56.03;73.22;89.83
2022;12;España;Castilla - La Mancha;Guadalajara;83.82;65.7;89;89.66
2022;12;España;Castilla - La Mancha;Toledo;75.87;67.32;69.81;86.51
2022;12;España;Castilla y León;Burgos;80.5;62.4;88.59;91.05
2022;12;España;Castilla y León;León;84.55;62.62;92.28;92.33
2022;12;España;Castilla y León;Palencia;87.93;75.31;96.71;85.29
2022;12;España;Castilla y León;Salamanca;72.31;44.61;81.02;88.1
2022;12;España;Castilla y León;Segovia;83.55;61.19;92.85;89.35
2022;12;España;Castilla y León;Soria;80.74;56.31;84.05;94.52
2022;12;España;Castilla y León;Valladolid;75.42;56.19;89.12;81.77
2022;12;España;Castilla y León;Zamora;81.63;55.8;90.32;91.59
2022;12;España;Cataluña;Barcelona;69.43;49.18;78.45;79.34
2022;12;España;Cataluña;Girona;69.85;57.18;78.12;71.1
2022;12;España;Cataluña;Lleida;74.31;60.63;81.99;85.2
2022;12;España;Cataluña;Tarragona;75.52;60.9;77.02;85.08
2022;12;España;Comunidad Foral de Navarra;Navarra;72.91;50.75;87.37;85.48
2022;12;España;Comunidad de Madrid;Madrid;67.32;39.31;81.89;85.14
2022;12;España;Comunitat Valenciana;Alicante/Alacant;68.85;66.84;90.95;26.06
2022;12;España;Comunitat Valenciana;Castellón/Castelló;66.9;45.32;71.33;84.38
2022;12;España;Comunitat Valenciana;Valencia/València;74.27;60.56;82.06;79.73
2022;12;España;Extremadura;Badajoz;77.61;66.2;91.83;60.8
2022;12;España;Extremadura;Cáceres;65.04;68.08;79;29.33
2022;12;España;Galicia;A Coruña;75.04;53.15;86.86;78.8
2022;12;España;Galicia;Lugo;68.48;43.34;80.55;83.23
2022;12;España;Galicia;Ourense;76.75;46.1;94.53;94.57
2022;12;España;Galicia;Pontevedra;77.23;56.47;89.55;79.25
2022;12;España;Illes Balears;Illes Balears;62.83;54.77;87.87;35.42
2022;12;España;La Rioja;La Rioja;84.75;72.91;91.1;82.95
2022;12;España;País Vasco;Araba/Álava;72.46;53.69;76.48;78.11
2022;12;España;País Vasco;Bizkaia;76.74;64.36;80.21;73.47
2022;12;España;País Vasco;Gipuzkoa;59.43;52.38;74.17;25.86
2022;12;España;Principado de Asturias;Asturias;72.92;50.24;86.06;68.11
2022;12;España;Región de Murcia;Murcia;81.39;59.77;89.8;93
2022;12;Estados Unidos de América;Andalucía;Sevilla;86.42;71.98;95.95;87.92
2022;12;Estados Unidos de América;Canarias;Santa Cruz de Tenerife;85.52;70.89;88.18;91.2
2022;12;Estados Unidos de América;Comunidad Foral de Navarra;Navarra;76.77;55.64;90.78;86.26
2022;12;Estados Unidos de América;Comunitat Valenciana;Alicante/Alacant;56.55;64.61;91.17;1.32
2022;12;Estados Unidos de América;Extremadura;Badajoz;89.21;78.19;93.69;90.6
2022;12;Estados Unidos de América;Extremadura;Cáceres;56.77;38.03;52.57;94.57
2022;12;Estados Unidos de América;Galicia;Lugo;56.23;2.52;74.76;95.3
2022;12;Estados Unidos de América;Galicia;Pontevedra;66.91;68.97;83.22;25
2022;12;Estados Unidos de América;País Vasco;Bizkaia;67.49;48.75;76.69;65.28
2022;12;Francia;Andalucía;Málaga;81.67;73.84;80.71;85.63
2022;12;Francia;Andalucía;Sevilla;65.19;62.65;78.66;68.22
2022;12;Francia;Cataluña;Barcelona;78.67;72.06;87.32;81.11
2022;12;Francia;Illes Balears;Illes Balears;75.96;67.16;87.22;68.27
2022;12;Italia;Cataluña;Barcelona;76.95;54.96;91.17;86.84
2022;12;Italia;Comunidad de Madrid;Madrid;47.55;4.6;75.67;81.88
2022;12;Italia;Comunitat Valenciana;Castellón/Castelló;80.87;67.22;76.36;91.2
2022;12;Italia;Illes Balears;Illes Balears;81.57;72.08;89.51;84.38
2022;12;Reino Unido;Andalucía;Cádiz;75;70.42;92.77;56.9
2022;12;Reino Unido;Andalucía;Granada;76.33;71.19;85.1;70.41
2022;12;Reino Unido;Andalucía;Málaga;85.11;73.01;90.98;86.56
2022;12;Reino Unido;Andalucía;Sevilla;77.37;53.88;92.37;88.64
2022;12;Reino Unido;Canarias;Las Palmas;81.82;72.96;96.21;64.29
2022;12;Reino Unido;Canarias;Santa Cruz de Tenerife;79.22;64.86;95.24;75.88
2022;12;Reino Unido;Cataluña;Barcelona;68.76;44.12;83.06;85.99
2022;12;Reino Unido;Comunidad de Madrid;Madrid;81.39;63.39;94.09;91.2
2022;12;Reino Unido;Comunitat Valenciana;Alicante/Alacant;83.32;64.71;93.63;92.88
2022;12;Reino Unido;Comunitat Valenciana;Valencia/València;78.2;59.69;83.13;93.72
2022;12;Reino Unido;Illes Balears;Illes Balears;81.48;55.6;97.54;90.82
2022;12;Total;Andalucía;Almería;82.04;68.53;93.21;74.09
2022;12;Total;Andalucía;Cádiz;82.68;70.24;92.57;75.33
2022;12;Total;Andalucía;Córdoba;83.77;69.76;89.86;83.55
2022;12;Total;Andalucía;Granada;83.78;74.61;93;73.97
2022;12;Total;Andalucía;Huelva;81.78;70.44;92.82;71.22
2022;12;Total;Andalucía;Jaén;81.4;65.54;94.17;73.95
2022;12;Total;Andalucía;Málaga;85.31;71.52;93.73;82.96
2022;12;Total;Andalucía;Sevilla;85.32;71.98;93.49;82.7
2022;12;Total;Aragón;Huesca;87.31;73.63;95.7;86.06
2022;12;Total;Aragón;Teruel;74.98;52.66;70.42;92.22
2022;12;Total;Aragón;Zaragoza;85.45;72.17;93.85;82.56
2022;12;Total;Canarias;Las Palmas;85.79;74.01;96.14;78.98
2022;12;Total;Canarias;Santa Cruz de Tenerife;84;72.31;94.3;76.08
2022;12;Total;Cantabria;Cantabria;85.03;72.06;95.02;79.64
2022;12;Total;Castilla - La Mancha;Albacete;85.16;73.34;87.78;87.3
2022;12;Total;Castilla - La Mancha;Ciudad Real;84.91;73.89;92.92;79.48
2022;12;Total;Castilla - La Mancha;Cuenca;84.54;67.36;89.17;90.34
2022;12;Total;Castilla - La Mancha;Guadalajara;87.4;69.34;91.69;96.36
2022;12;Total;Castilla - La Mancha;Toledo;83.42;70.47;88.25;83.22
2022;12;Total;Castilla y León;Burgos;86.81;74.08;93.2;86.49
2022;12;Total;Castilla y León;León;85.66;69.41;93.29;87.41
2022;12;Total;Castilla y León;Palencia;86.09;71.71;92.94;86.76
2022;12;Total;Castilla y León;Salamanca;84.25;70.01;90.41;84.5
2022;12;Total;Castilla y León;Segovia;83.01;68.42;92.16;79.34
2022;12;Total;Castilla y León;Soria;82.95;69.51;84.57;86.92
2022;12;Total;Castilla y León;Valladolid;83.89;72.7;91.44;78.61
2022;12;Total;Castilla y León;Zamora;74.16;64.54;80.09;63.1
2022;12;Total;Castilla y León;Ávila;84.94;73.94;93.36;78.98
2022;12;Total;Cataluña;Barcelona;83.34;65.04;88.01;89.72
2022;12;Total;Cataluña;Girona;82.93;71.41;81.89;87.76
2022;12;Total;Cataluña;Lleida;82.95;68.79;83.15;89.49
2022;12;Total;Cataluña;Tarragona;83.42;68.87;85.94;87.91
2022;12;Total;Comunidad Foral de Navarra;Navarra;82.67;61.48;90.32;88.54
2022;12;Total;Comunidad de Madrid;Madrid;84.42;69.66;92.17;83.49
2022;12;Total;Comunitat Valenciana;Alicante/Alacant;85.5;74.02;95.29;78.84
2022;12;Total;Comunitat Valenciana;Castellón/Castelló;85.07;69.97;88.89;89.65
2022;12;Total;Comunitat Valenciana;Valencia/València;84.87;70.41;91.56;85.13
2022;12;Total;Extremadura;Badajoz;84.4;68.43;93.98;82.71
2022;12;Total;Extremadura;Cáceres;80.99;70.23;78.09;85.99
2022;12;Total;Galicia;A Coruña;83.76;68.62;93.69;80.27
2022;12;Total;Galicia;Lugo;82.29;63.08;87.45;88.53
2022;12;Total;Galicia;Ourense;85.44;66.36;95.03;88.1
2022;12;Total;Galicia;Pontevedra;85.07;71.8;92.98;82.54
2022;12;Total;Illes Balears;Illes Balears;86.43;73.01;94.74;84.42
2022;12;Total;La Rioja;La Rioja;87.49;73.62;94.16;88.61
2022;12;Total;País Vasco;Araba/Álava;84.52;65.07;93.45;87.87
2022;12;Total;País Vasco;Bizkaia;83.97;69.48;92.03;82.07
2022;12;Total;País Vasco;Gipuzkoa;80.73;69.65;91.42;69.64
2022;12;Total;Principado de Asturias;Asturias;85.04;72.23;93.91;80.78
2022;12;Total;Región de Murcia;Murcia;86.22;71.98;91.52;88.69
2023;1;Alemania;Canarias;Santa Cruz de Tenerife;86.69;84.56;95.15;71.1
2023;1;Alemania;Comunitat Valenciana;Valencia/València;72.54;73.2;54.22;77.27
2023;1;Alemania;Illes Balears;Illes Balears;74.99;53.8;87.52;86.06
2023;1;España;Andalucía;Almería;72.08;53.1;74.16;89.41
2023;1;España;Andalucía;Cádiz;46.56;13.19;36.75;90.15
2023;1;España;Andalucía;Córdoba;81.32;65.99;82.37;92.5
2023;1;España;Andalucía;Granada;79.73;58.94;83.24;88.32
2023;1;España;Andalucía;Huelva;67.13;54.97;61.04;89.12
2023;1;España;Andalucía;Jaén;84.56;70.71;90;87.4
2023;1;España;Andalucía;Málaga;82.06;68.27;84.15;85.35
2023;1;España;Andalucía;Sevilla;73.61;52.26;76.7;92.59
2023;1;España;Aragón;Huesca;81.15;71.89;86.8;88.21
2023;1;España;Aragón;Teruel;76.1;58.65;90.39;90.46
2023;1;España;Aragón;Zaragoza;75.25;53.12;87.56;83.78
2023;1;España;Canarias;Las Palmas;81.47;65.54;91.37;77.6
2023;1;España;Canarias;Santa Cruz de Tenerife;73.7;61.27;79.17;70.04
2023;1;España;Cantabria;Cantabria;64.24;59.22;89.51;22.92
2023;1;España;Castilla - La Mancha;Albacete;79.9;70.28;79.47;85.37
2023;1;España;Castilla - La Mancha;Ciudad Real;69.26;69.34;45.31;97.19
2023;1;España;Castilla - La Mancha;Cuenca;81.16;60.37;85.34;89.77
2023;1;España;Castilla - La Mancha;Guadalajara;83.13;59.89;87.57;95.56
2023;1;España;Castilla - La Mancha;Toledo;79.9;69.78;72.22;91.44
2023;1;España;Castilla y León;Burgos;74.88;65.23;66.87;91.16
2023;1;España;Castilla y León;León;78.15;65.87;86.41;82.29
2023;1;España;Castilla y León;Palencia;86.27;66.51;91.32;95.69
2023;1;España;Castilla y León;Salamanca;70.58;37.72;85.88;95.25
2023;1;España;Castilla y León;Soria;71.41;37.94;86.1;92.04
2023;1;España;Castilla y León;Valladolid;67.46;43.68;77.92;85.17
2023;1;España;Castilla y León;Zamora;81.04;54.56;93.25;97.48
2023;1;España;Castilla y León;Ávila;79.42;59.92;95.54;80.05
2023;1;España;Cataluña;Barcelona;65.69;43.7;74.34;83.64
2023;1;España;Cataluña;Girona;71.36;60.11;74.94;82.13
2023;1;España;Cataluña;Lleida;72.57;57.36;76.18;90.32
2023;1;España;Cataluña;Tarragona;70.98;59.85;75.11;65.57
2023;1;España;Comunidad Foral de Navarra;Navarra;77.35;52.76;87.23;90.25
2023;1;España;Comunidad de Madrid;Madrid;69.3;39.85;83.72;94.77
2023;1;España;Comunitat Valenciana;Alicante/Alacant;73.33;54.95;90.06;60.75
2023;1;España;Comunitat Valenciana;Castellón/Castelló;69.5;62.69;54.91;83.06
2023;1;España;Comunitat Valenciana;Valencia/València;72.93;60.33;74.68;83.99
2023;1;España;Extremadura;Badajoz;78.13;62.89;84.04;76.22
2023;1;España;Extremadura;Cáceres;78.86;73.56;81.01;70.59
2023;1;España;Galicia;A Coruña;74.89;60.25;85.81;75.52
2023;1;España;Galicia;Lugo;69.43;48.99;87.12;73.96
2023;1;España;Galicia;Ourense;78.38;53.95;94.59;91.94
2023;1;España;Galicia;Pontevedra;77.1;53.85;92.7;80.05
2023;1;España;Illes Balears;Illes Balears;65.77;52.99;88.72;45.68
2023;1;España;La Rioja;La Rioja;80.27;72.75;86.54;69.92
2023;1;España;País Vasco;Araba/Álava;78.36;57.08;86.66;90.07
2023;1;España;País Vasco;Bizkaia;63.37;55.56;74.77;46.31
2023;1;España;País Vasco;Gipuzkoa;64.55;57.09;81.19;32.26
2023;1;España;Principado de Asturias;Asturias;77.81;60.23;91.11;69.63
2023;1;España;Región de Murcia;Murcia;78.41;55.94;88.41;91
2023;1;Estados Unidos de América;Andalucía;Málaga;83.92;67.78;88.91;94.49
2023;1;Estados Unidos de América;Canarias;Las Palmas;85.41;77.73;96.17;77.17
2023;1;Estados Unidos de América;Canarias;Santa Cruz de Tenerife;81.88;69.89;90.78;79.4
2023;1;Estados Unidos de América;Cataluña;Barcelona;88.42;77.37;97.12;97.86
2023;1;Estados Unidos de América;Cataluña;Girona;71.07;51.01;88.01;82.14
2023;1;Estados Unidos de América;Comunidad Foral de Navarra;Navarra;86.61;76.98;90.35;85.63
2023;1;Estados Unidos de América;Comunidad de Madrid;Madrid;87.43;74.01;96.13;88.48
2023;1;Estados Unidos de América;Galicia;Pontevedra;72.1;59.22;90.35;71.26
2023;1;Estados Unidos de América;Illes Balears;Illes Balears;81.51;67.82;92.68;81.83
2023;1;Francia;Andalucía;Sevilla;81.76;72.35;80.71;92.82
2023;1;Francia;Canarias;Las Palmas;85.89;82.98;87.47;81.34
2023;1;Francia;Canarias;Santa Cruz de Tenerife;59.5;79.98;78.48;3.85
2023;1;Francia;Cataluña;Barcelona;77.81;56.9;87.44;92.51
2023;1;Francia;Comunidad de Madrid;Madrid;71.3;58.27;69.2;88.53
2023;1;Francia;Comunitat Valenciana;Valencia/València;77.99;71.59;90.13;70.59
2023;1;Francia;Illes Balears;Illes Balears;77;66.53;77.68;93.35
2023;1;Italia;Andalucía;Córdoba;83.42;73.95;91.61;75
2023;1;Italia;Andalucía;Granada;77.87;59.77;90.46;85.8
2023;1;Italia;Canarias;Las Palmas;87.91;82.79;89.7;84.66
2023;1;Italia;Cataluña;Barcelona;75.14;64.87;90.88;72.83
2023;1;Italia;Comunidad de Madrid;Madrid;77.99;64.82;89.1;83.77
2023;1;Italia;Comunitat Valenciana;Castellón/Castelló;82.86;63.84;87.79;95.45
2023;1;Reino Unido;Andalucía;Almería;65.69;61.7;67.09;75.49
2023;1;Reino Unido;Andalucía;Cádiz;65.21;50.18;49.52;81.2
2023;1;Reino Unido;Andalucía;Granada;78.18;62.4;84.24;88.26
2023;1;Reino Unido;Andalucía;Málaga;85.53;66.46;94.05;94.09
2023;1;Reino Unido;Andalucía;Sevilla;83.41;65.23;92.72;89.16
2023;1;Reino Unido;Canarias;Las Palmas;84.54;71.47;91.7;82.34
2023;1;Reino Unido;Canarias;Santa Cruz de Tenerife;83.67;62.8;96.89;92.28
2023;1;Reino Unido;Cataluña;Barcelona;73.11;55.16;83.27;85.47
2023;1;Reino Unido;Comunidad de Madrid;Madrid;68.36;34.74;89.01;94.54
2023;1;Reino Unido;Comunitat Valenciana;Alicante/Alacant;79.03;70.15;91.57;70.69
2023;1;Reino Unido;Comunitat Valenciana;Valencia/València;81.69;68.35;85.84;94.73
2023;1;Reino Unido;Illes Balears;Illes Balears;80.71;56.35;94.53;98.37
2023;1;Reino Unido;Región de Murcia;Murcia;58.32;44.31;81.95;73.12
2023;1;Total;Andalucía;Almería;83.99;66.28;92.57;85.35
2023;1;Total;Andalucía;Cádiz;73.28;58.04;63.1;87.75
2023;1;Total;Andalucía;Córdoba;81.95;66.85;88.92;80.87
2023;1;Total;Andalucía;Granada;84.95;74.93;91.43;80.15
2023;1;Total;Andalucía;Huelva;80.03;64.72;79.96;86.52
2023;1;Total;Andalucía;Jaén;82.04;63.66;89.5;84.36
2023;1;Total;Andalucía;Málaga;86.78;71.47;93.9;88.67
2023;1;Total;Andalucía;Sevilla;85.02;65.66;90.13;93.13
2023;1;Total;Aragón;Huesca;85.79;72;95.83;81.77
2023;1;Total;Aragón;Teruel;74.68;57.72;66.36;89.83
2023;1;Total;Aragón;Zaragoza;83.61;63.26;94.64;84.95
2023;1;Total;Canarias;Las Palmas;85.73;74.51;95.92;78.41
2023;1;Total;Canarias;Santa Cruz de Tenerife;83.48;70.79;91.08;79.69
2023;1;Total;Cantabria;Cantabria;83.87;71.45;94.68;76.13
2023;1;Total;Castilla - La Mancha;Albacete;84.01;71.23;85.44;88.04
2023;1;Total;Castilla - La Mancha;Ciudad Real;83.09;70.94;82.37;88.4
2023;1;Total;Castilla - La Mancha;Cuenca;83.96;63.5;90.14;91.46
2023;1;Total;Castilla - La Mancha;Guadalajara;86;64.23;92.27;96.2
2023;1;Total;Castilla - La Mancha;Toledo;83.97;68.56;87.62;88.48
2023;1;Total;Castilla y León;Burgos;82.68;70.14;84.77;84.82
2023;1;Total;Castilla y León;León;84.98;67.96;91.82;88.2
2023;1;Total;Castilla y León;Palencia;80.03;60.77;87.35;82.36
2023;1;Total;Castilla y León;Salamanca;82.62;62.57;90.27;87.09
2023;1;Total;Castilla y León;Segovia;83.84;68.58;90.3;84.72
2023;1;Total;Castilla y León;Soria;78.66;62.42;82.01;81.31
2023;1;Total;Castilla y León;Valladolid;78.37;56.75;84.75;83.66
2023;1;Total;Castilla y León;Zamora;76.23;59.39;76.79;81.5
2023;1;Total;Castilla y León;Ávila;84.35;66.34;92.83;86.41
2023;1;Total;Cataluña;Barcelona;81.81;61.59;85.97;90.17
2023;1;Total;Cataluña;Girona;82.21;70.13;81.37;87.05
2023;1;Total;Cataluña;Lleida;80.43;59.07;82.95;91.29
2023;1;Total;Cataluña;Tarragona;80.97;65.02;85.92;82.74
2023;1;Total;Comunidad Foral de Navarra;Navarra;82.22;60.12;89.75;89.03
2023;1;Total;Comunidad de Madrid;Madrid;85.79;67.24;92.61;91.34
2023;1;Total;Comunitat Valenciana;Alicante/Alacant;84.36;71.08;93.38;80.07
2023;1;Total;Comunitat Valenciana;Castellón/Castelló;82.93;66.99;86.48;87.57
2023;1;Total;Comunitat Valenciana;Valencia/València;83.94;67.35;89.51;87.53
2023;1;Total;Extremadura;Badajoz;83.84;65.5;91.4;87.08
2023;1;Total;Extremadura;Cáceres;75.47;61.41;63.86;91.54
2023;1;Total;Galicia;A Coruña;80.93;63.11;92.49;77.01
2023;1;Total;Galicia;Lugo;76.88;53.74;82.67;83.81
2023;1;Total;Galicia;Ourense;82.64;63.11;93.46;82.69
2023;1;Total;Galicia;Pontevedra;83.17;67.01;93.3;80.3
2023;1;Total;Illes Balears;Illes Balears;84.14;71.34;93.59;78.64
2023;1;Total;La Rioja;La Rioja;83.6;70.55;91.43;80.04
2023;1;Total;País Vasco;Araba/Álava;85.04;68.08;93.81;85.91
2023;1;Total;País Vasco;Bizkaia;78.63;65.05;88.6;70.14
2023;1;Total;País Vasco;Gipuzkoa;80.04;70.25;90.34;67.44
2023;1;Total;Principado de Asturias;Asturias;82.17;70.25;93.82;71.81
2023;1;Total;Región de Murcia;Murcia;84.27;67.55;90.55;87.37
2023;2;Alemania;Andalucía;Málaga;57.75;33.7;61.85;81.06
2023;2;Alemania;Cataluña;Barcelona;65.34;35.58;78.3;78.45
2023;2;Alemania;Comunitat Valenciana;Valencia/València;67.91;67.62;58.73;79.51
2023;2;Alemania;Illes Balears;Illes Balears;80.83;61.08;96.06;94.13
2023;2;España;Andalucía;Almería;65.51;39.48;75.41;85.35
2023;2;España;Andalucía;Cádiz;80.71;61.78;86.93;84.38
2023;2;España;Andalucía;Córdoba;84.11;67.36;86.36;97.56
2023;2;España;Andalucía;Granada;82.64;67.14;84.19;88.98
2023;2;España;Andalucía;Huelva;83.2;65.31;91.68;95.35
2023;2;España;Andalucía;Jaén;87.33;71.68;88.71;96.85
2023;2;España;Andalucía;Málaga;81.4;63.3;86.66;85.65
2023;2;España;Andalucía;Sevilla;78.77;56.02;83.24;93.92
2023;2;España;Aragón;Huesca;88.01;75.87;89.47;94.77
2023;2;España;Aragón;Teruel;74.33;66.35;73.68;84.76
2023;2;España;Aragón;Zaragoza;81.96;62.09;95.32;81.86
2023;2;España;Canarias;Las Palmas;78.54;64.9;93.09;64.57
2023;2;España;Canarias;Santa Cruz de Tenerife;72.21;53.55;86.56;60.71
2023;2;España;Cantabria;Cantabria;75.57;63.4;90.56;69.86
2023;2;España;Castilla - La Mancha;Albacete;85.64;70.91;87.47;96.27
2023;2;España;Castilla - La Mancha;Ciudad Real;82.17;60.17;86.65;97.51
2023;2;España;Castilla - La Mancha;Cuenca;83.72;69.27;81.13;94.38
2023;2;España;Castilla - La Mancha;Guadalajara;86.95;65.99;91.73;98.55
2023;2;España;Castilla - La Mancha;Toledo;78.16;63.03;72.76;96.88
2023;2;España;Castilla y León;Burgos;74.32;49.26;87.85;94.83
2023;2;España;Castilla y León;León;88.15;76.95;91.39;93.59
2023;2;España;Castilla y León;Palencia;85.42;70.54;89.53;89.6
2023;2;España;Castilla y León;Salamanca;76.41;48.96;86.2;95.89
2023;2;España;Castilla y León;Segovia;89.04;67.85;98.04;97.08
2023;2;España;Castilla y León;Soria;85.58;68.3;90.76;92.35
2023;2;España;Castilla y León;Valladolid;73.83;51.02;92.24;85.37
2023;2;España;Castilla y León;Ávila;86.7;73.59;92.01;88.1
2023;2;España;Cataluña;Barcelona;68.4;44.87;75.5;83.42
2023;2;España;Cataluña;Girona;66.87;57.26;73.85;76.98
2023;2;España;Cataluña;Lleida;73.06;57.11;77.44;92.53
2023;2;España;Cataluña;Tarragona;74.89;55.58;82.88;82.47
2023;2;España;Comunidad Foral de Navarra;Navarra;72.61;46.73;86.6;86.08
2023;2;España;Comunidad de Madrid;Madrid;70.07;43.23;79.66;96.27
2023;2;España;Comunitat Valenciana;Alicante/Alacant;74.4;60.26;88.8;58.72
2023;2;España;Comunitat Valenciana;Castellón/Castelló;67.23;58.62;65.9;74.27
2023;2;España;Comunitat Valenciana;Valencia/València;70.73;60.9;69.84;82.91
2023;2;España;Extremadura;Badajoz;80.23;60.52;94.41;75
2023;2;España;Extremadura;Cáceres;80.68;72.63;82.74;78.35
2023;2;España;Galicia;A Coruña;75.79;54.66;85.08;87.65
2023;2;España;Galicia;Lugo;71.25;42.22;78.36;89.74
2023;2;España;Galicia;Ourense;74.18;47.1;89.38;87.34
2023;2;España;Galicia;Pontevedra;77.71;59.39;85.36;89.47
2023;2;España;Illes Balears;Illes Balears;65.34;51.32;87.84;52.9
2023;2;España;La Rioja;La Rioja;83.16;73.2;79.02;94.49
2023;2;España;País Vasco;Araba/Álava;69.86;31.44;82.12;92.9
2023;2;España;País Vasco;Bizkaia;73.78;57.49;81.99;73.17
2023;2;España;País Vasco;Gipuzkoa;62.27;47.5;83.12;32.33
2023;2;España;Principado de Asturias;Asturias;78.78;58.19;87.98;91.05
